Ruta,Texto original,Traducción
CommonEvent[13].command[42].textData,"""Именно там, Братство потребовало права для",
CommonEvent[13].command[43].textData,"человечества избрать свой собственный путь"".",
CommonEvent[13].command[44],____TEXT____,
CommonEvent[13].command[45].textData,"""Свободу выбирать собственную судьбу. Строить будущее, ",
CommonEvent[13].command[46].textData,"которого мы достойны"".",
CommonEvent[16].command[5],____TEXT____,
CommonEvent[16].command[6].textData,"""Основы Алхимии - Алхемилия том 2""",
CommonEvent[16].command[7],____TEXT____,
CommonEvent[16].command[8].textData,"""В этой книге описаны действия различных цветных",
CommonEvent[16].command[9].textData,"алхимических субстанций:""",
CommonEvent[16].command[10],____TEXT____,
CommonEvent[16].command[11].textData,"""Красная - Корозийная субстания. Требуется осторожность"".",
CommonEvent[16].command[12],____TEXT____,
CommonEvent[16].command[13].textData,"""Черная - Гормон роста. Влечет неконтролируемый рост",
CommonEvent[16].command[14].textData,"живых тканей. Требуется осторожность"".",
CommonEvent[16].command[15],____TEXT____,
CommonEvent[16].command[16].textData,"""Синяя - Обладает целебными свойствами для мышечных ",
CommonEvent[16].command[17].textData,"тканей"".",
CommonEvent[16].command[18],____TEXT____,
CommonEvent[16].command[19].textData,"""Желтая - Богатая протеином субстанция"".",
CommonEvent[16].command[20],____TEXT____,
CommonEvent[16].command[21].textData,"""Базовые алхимические рецепты:",
CommonEvent[16].command[22].textData,Черная + Масло = Невероятно горучая жидкость,
CommonEvent[16].command[23].textData,"Синяя + желтая = Обострение чувств""",
CommonEvent[16].command[24],____TEXT____,
CommonEvent[16].command[25].textData,"""Красная + желтая = Адреналин""",
CommonEvent[16].command[26].textData,Синяя + красная = Яд,
CommonEvent[16].command[27].textData,"Синий + фиолетовый = Антидот"".",
CommonEvent[19].command[5],____TEXT____,
CommonEvent[19].command[6].textData,"""Заключенная из камеры В1: Красивая кожа.",
CommonEvent[19].command[7].textData,Изрезал все изгибы её гибкого тела.,
CommonEvent[19].command[8].textData,На удивление хорошо переносит боль. ,
CommonEvent[19].command[9].textData,"Когда попросила прекратить, отрезал ей язык"".",
CommonEvent[19].command[10],____TEXT____,
CommonEvent[19].command[11].textData,"""Заключенный из камеры В4: Чувствуя возбуждение ",
CommonEvent[19].command[12].textData,"от прошлой заключённой, засунул внутрь его мужских",
CommonEvent[19].command[13].textData,"органов гвозди"".",
CommonEvent[19].command[14],____TEXT____,
CommonEvent[19].command[15].textData,"""Заключенный из камеры А2: Более не пригоден для",
CommonEvent[19].command[16].textData,"долгих опытов. Что бы я не делал, он никак не ",
CommonEvent[19].command[17].textData,"реагирует"".",
CommonEvent[19].command[18],____TEXT____,
CommonEvent[19].command[19].textData,"""Капитан Рудимер уволок того жутко важного военного",
CommonEvent[19].command[20].textData,преступника от меня подальше. Похоже у высшей жрицы,
CommonEvent[19].command[21].textData,"Селены есть свои планы на эту куколку"".",
CommonEvent[19].command[22],____TEXT____,
CommonEvent[19].command[23].textData,"""Само собой, капитан Рудимер прекрасно понимает",
CommonEvent[19].command[24].textData,"истинные мотивы такой просьбы. Но не то, чтобы он ко ",
CommonEvent[19].command[25].textData,"мне прислушается. Из-за моих опытов он думает, ",
CommonEvent[19].command[26].textData,"что я полный мерзавец, давно лишившийся рассудка"".",
CommonEvent[20].command[5],____TEXT____,
CommonEvent[20].command[6].textData,"""-Учения Алл-мера I-""",
CommonEvent[20].command[7],____TEXT____,
CommonEvent[20].command[8].textData,"""Рожден девственницей скромного происхождения.",
CommonEvent[20].command[9].textData,Человеческое дитя с заложенным в него семенем ложного,
CommonEvent[20].command[10].textData,"бога""",
CommonEvent[20].command[11],____TEXT____,
CommonEvent[20].command[12].textData,"""Бог, живущий среди людей. Алл-Мер собрал 12 апостолов",
CommonEvent[20].command[13].textData,избранных им из самых верных последователей.,
CommonEvent[20].command[14].textData,"Вместе они возжелали вернуть былой мировой порядок"".",
CommonEvent[20].command[15],____TEXT____,
CommonEvent[20].command[16].textData,"""Короли и султаны того времени не стали дожидаться ",
CommonEvent[20].command[17].textData,"момента, когда человек с неоспоримо божественной ",
