ID,source,target
Map029.Event[41].Page[4].list.command[145],____TEXT____,
Map029.Event[41].Page[4].list.command[146].textData,Дитя проросло из твоего семени!,
Map029.Event[41].Page[4].list.command[147],____TEXT____,
Map029.Event[41].Page[4].list.command[148].textData,Ты берёшь дитя с собой.,
Map029.Event[41].Page[4].list.command[163],____TEXT____,
Map029.Event[41].Page[4].list.command[164].textData,"Тебе не хватает рассудка, для этого действия.",
Map029.Event[41].Page[4].list.command[179],____TEXT____,
Map029.Event[41].Page[4].list.command[180].textData,Изая повержен...,
Map029.Event[41].Page[4].list.command[181],___CHOICE___,
Map029.Event[41].Page[4].list.command[181].textChoice[0],Ударить его,
Map029.Event[41].Page[4].list.command[181].textChoice[1],Обыскать его,
Map029.Event[41].Page[4].list.command[181].textChoice[2],Освежевать его,
Map029.Event[41].Page[4].list.command[181].textChoice[3],Оставить его,
Map029.Event[41].Page[4].list.command[187],____TEXT____,
Map029.Event[41].Page[4].list.command[188].textData,"Ты аккуратно пинаешь его, не касаясь кожи.",
Map029.Event[41].Page[4].list.command[191],____TEXT____,
Map029.Event[41].Page[4].list.command[192].textData,Ты находишь \c[2]Железную Маску\c[0] и \c[2]Оранжевый Флакон\c[0].,
Map029.Event[41].Page[4].list.command[196],____TEXT____,
Map029.Event[41].Page[4].list.command[197].textData,Ты также находишь \c[2]Карту #1\c[0] и \c[2]Карту #2\c[0].,
Map029.Event[41].Page[4].list.command[205],____TEXT____,
Map029.Event[41].Page[4].list.command[206].textData,Снимать с него кожу будет лишь тратой времени.,
Map029.Event[41].Page[4].list.command[213],____TEXT____,
Map029.Event[41].Page[4].list.command[214].textData,Изая повержен...,
Map029.Event[41].Page[4].list.command[215],___CHOICE___,
Map029.Event[41].Page[4].list.command[215].textChoice[0],Ударить его,
Map029.Event[41].Page[4].list.command[215].textChoice[1],Обыскать его,
Map029.Event[41].Page[4].list.command[215].textChoice[2],Оставить его,
Map029.Event[41].Page[4].list.command[221],____TEXT____,
Map029.Event[41].Page[4].list.command[222].textData,"Ты аккуратно пинаешь его, не касаясь кожи.",
Map029.Event[41].Page[4].list.command[225],____TEXT____,
Map029.Event[41].Page[4].list.command[226].textData,Ты находишь \c[2]Железную Маску\c[0] и \c[2]Оранжевый Флакон\c[0].,
Map029.Event[41].Page[4].list.command[230],____TEXT____,
Map029.Event[41].Page[4].list.command[231].textData,Ты также находишь \c[2]Карту #1\c[0] и \c[2]Карту #2\c[0].,
Map029.Event[41].Page[5].list.command[2],____TEXT____,
Map029.Event[41].Page[5].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[41].Page[5].list.command[4],___CHOICE___,
Map029.Event[41].Page[5].list.command[4].textChoice[0],Да,
Map029.Event[41].Page[5].list.command[4].textChoice[1],Нет,
Map029.Event[41].Page[5].list.command[7],____TEXT____,
Map029.Event[41].Page[5].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[41].Page[5].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[41].Page[5].list.command[23],____TEXT____,
Map029.Event[41].Page[5].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки стража.,
Map029.Event[41].Page[5].list.command[25],___CHOICE___,
Map029.Event[41].Page[5].list.command[25].textChoice[0],Да,
Map029.Event[41].Page[5].list.command[25].textChoice[1],Нет,
Map029.Event[41].Page[5].list.command[72],____TEXT____,
Map029.Event[41].Page[5].list.command[73].textData,Ты поглощаешь останки.,
Map029.Event[41].Page[5].list.command[88],____TEXT____,
Map029.Event[41].Page[5].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на страже.,
Map029.Event[41].Page[5].list.command[90],___CHOICE___,
Map029.Event[41].Page[5].list.command[90].textChoice[0],Использовать,
Map029.Event[41].Page[5].list.command[90].textChoice[1],Нет,
Map029.Event[41].Page[5].list.command[145],____TEXT____,
Map029.Event[41].Page[5].list.command[146].textData,Дитя проросло из твоего семени!,
Map029.Event[41].Page[5].list.command[147],____TEXT____,
Map029.Event[41].Page[5].list.command[148].textData,Ты берёшь дитя с собой.,
Map029.Event[41].Page[5].list.command[163],____TEXT____,
Map029.Event[41].Page[5].list.command[164].textData,"Тебе не хватает рассудка, для этого действия.",
Map029.Event[41].Page[5].list.command[179],____TEXT____,
Map029.Event[41].Page[5].list.command[180].textData,Изая повержен...,
Map029.Event[41].Page[5].list.command[181],___CHOICE___,
Map029.Event[41].Page[5].list.command[181].textChoice[0],Ударить его,
Map029.Event[41].Page[5].list.command[181].textChoice[1],Обыскать его,
Map029.Event[41].Page[5].list.command[181].textChoice[2],Освежевать его,
Map029.Event[41].Page[5].list.command[181].textChoice[3],Оставить его,
Map029.Event[41].Page[5].list.command[187],____TEXT____,
Map029.Event[41].Page[5].list.command[188].textData,"Ты аккуратно пинаешь его, не касаясь кожи.",
Map029.Event[41].Page[5].list.command[191],____TEXT____,
Map029.Event[41].Page[5].list.command[192].textData,у Изаи не осталось ничего ценного.,
Map029.Event[41].Page[5].list.command[195],____TEXT____,
Map029.Event[41].Page[5].list.command[196].textData,Снимать с него кожу будет лишь тратой времени.,
Map029.Event[41].Page[5].list.command[203],____TEXT____,
Map029.Event[41].Page[5].list.command[204].textData,Изая повержен...,
Map029.Event[41].Page[5].list.command[205],___CHOICE___,
Map029.Event[41].Page[5].list.command[205].textChoice[0],Ударить его,
Map029.Event[41].Page[5].list.command[205].textChoice[1],Обыскать его,
Map029.Event[41].Page[5].list.command[205].textChoice[2],Оставить его,
Map029.Event[41].Page[5].list.command[211],____TEXT____,
Map029.Event[41].Page[5].list.command[212].textData,"Ты аккуратно пинаешь его, не касаясь кожи.",
Map029.Event[41].Page[5].list.command[215],____TEXT____,
Map029.Event[41].Page[5].list.command[216].textData,у Изаи не осталось ничего ценного.,
Map029.Event[41].Page[6].list.command[2],____TEXT____,
Map029.Event[41].Page[6].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[41].Page[6].list.command[4],___CHOICE___,
Map029.Event[41].Page[6].list.command[4].textChoice[0],Да,
Map029.Event[41].Page[6].list.command[4].textChoice[1],Нет,
Map029.Event[41].Page[6].list.command[7],____TEXT____,
Map029.Event[41].Page[6].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[41].Page[6].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[41].Page[6].list.command[22],____TEXT____,
Map029.Event[41].Page[6].list.command[23].textData,Осталась лишь груда мяса...,
Map029.Event[44].Page[0].list.command[0],____TEXT____,
Map029.Event[44].Page[0].list.command[1].textData,Ты ищешь в ящике что-нибудь полезное...,
Map029.Event[44].Page[1].list.command[0],____TEXT____,
Map029.Event[44].Page[1].list.command[1].textData,Ничего не осталось.,
Map029.Event[45].Page[0].list.command[0],____TEXT____,
Map029.Event[45].Page[0].list.command[1].textData,Ты ищешь в ящике что-нибудь полезное...,
Map029.Event[45].Page[0].list.command[4],____TEXT____,
Map029.Event[45].Page[0].list.command[5].textData,Ты находишь \c[2]Железную булаву\c[0]!,
Map029.Event[45].Page[0].list.command[10],____TEXT____,
Map029.Event[45].Page[0].list.command[11].textData,Ты находишь флакон с \c[2]Синей жидкостью\c[0]!,
Map029.Event[45].Page[0].list.command[16],____TEXT____,
Map029.Event[45].Page[0].list.command[17].textData,...Но здесь ничего нет.,
Map029.Event[45].Page[1].list.command[0],____TEXT____,
Map029.Event[45].Page[1].list.command[1].textData,В ящике не осталось ничего ценного.,
Map029.Event[46].Page[0].list.command[0],____TEXT____,
Map029.Event[46].Page[0].list.command[1].textData,"Коридор обвалился. Интересно, как это место",
Map029.Event[46].Page[0].list.command[2].textData,все еще не обрушилось...,
Map029.Event[46].Page[0].list.command[4],____TEXT____,
Map029.Event[46].Page[0].list.command[5].textData,Ты можешь использовать \c[2]Взрывной флакон\c[0]...,
Map029.Event[46].Page[0].list.command[6],___CHOICE___,
Map029.Event[46].Page[0].list.command[6].textChoice[0],Использовать \c[2]Взрывной флакон\c[0],
Map029.Event[46].Page[0].list.command[6].textChoice[1],Уйти,
Map029.Event[47].Page[0].list.command[0],____TEXT____,
Map029.Event[47].Page[0].list.command[1].textData,Ты ищешь в бочке что-нибудь полезное...,
Map029.Event[47].Page[1].list.command[0],____TEXT____,
Map029.Event[47].Page[1].list.command[1].textData,В бочке не осталось ничего ценного.,
Map029.Event[48].Page[0].list.command[0],____TEXT____,
Map029.Event[48].Page[0].list.command[1].textData,На полке виднеются различные предметы.,
Map029.Event[48].Page[0].list.command[4],____TEXT____,
Map029.Event[48].Page[0].list.command[5].textData,Ты решаешь взять \c[2]Стеклянный флакон\c[0] с собой.,
Map029.Event[48].Page[0].list.command[6].textData,Похоже это единственная полезная вещь здесь.,
Map029.Event[48].Page[0].list.command[10],____TEXT____,
Map029.Event[48].Page[0].list.command[11].textData,Ты находишь 3 штучки карманных \c[2]Огнив\c[0]. ,
Map029.Event[48].Page[0].list.command[12].textData,Они должны оказаться полезными в этой давящей тьме.,
Map029.Event[48].Page[1].list.command[0],____TEXT____,
Map029.Event[48].Page[1].list.command[1].textData,Здесь нет ничего особо интересного...,
Map029.Event[49].Page[0].list.command[0].textComment,BOOKSHELF,
Map029.Event[49].Page[0].list.command[1],____TEXT____,
Map029.Event[49].Page[0].list.command[2].textData,Пыльные старые книги покоятся на полке.,
Map029.Event[49].Page[0].list.command[3].textData,Часть из них частично сгнила и покрылась плесенью.,
Map029.Event[49].Page[0].list.command[4].textData,,
Map029.Event[49].Page[0].list.command[5],___CHOICE___,
Map029.Event[49].Page[0].list.command[5].textChoice[0],Обыскать,
Map029.Event[49].Page[0].list.command[5].textChoice[1],Уйти,
Map029.Event[49].Page[0].list.command[11],___CHOICE___,
Map029.Event[49].Page[0].list.command[11].textChoice[0],ОРЁЛ,
Map029.Event[49].Page[0].list.command[11].textChoice[1],РЕШКА,
Map029.Event[49].Page[0].list.command[67],____TEXT____,
Map029.Event[49].Page[0].list.command[68].textData,"Это увесистая книга, притягивает твой взгляд.",
Map029.Event[49].Page[0].list.command[69],____TEXT____,
Map029.Event[49].Page[0].list.command[70].textData,"Будто зов сирены, книга приковывает твоё внимание.",
Map029.Event[49].Page[0].list.command[71].textData,К её жуткой кожаная обложке просто невозможно не ,
Map029.Event[49].Page[0].list.command[72].textData,прикоснуться.,
Map029.Event[49].Page[0].list.command[110],____TEXT____,
Map029.Event[49].Page[0].list.command[111].textData,Ты не находишь ничего интересного.,
Map029.Event[49].Page[0].list.command[121].textComment,BOOKSHELF,
Map029.Event[49].Page[1].list.command[0],____TEXT____,
